'x','y','生态类型','瓦片类型'
75,89,land,default
75,90,land,default
75,91,land,default
75,92,land,default
75,93,land,default
75,94,land,default
75,95,land,default
75,96,land,default
75,97,land,default
75,98,land,default
75,99,land,default
76,0,sea,water
76,1,sea,water
76,2,sea,water
76,3,sea,water
76,4,sea,water
76,5,sea,water
76,6,sea,water
76,7,sea,water
76,8,sea,water
76,9,sea,water
76,10,land,default
76,11,land,default
76,12,land,default
76,13,land,default
76,14,land,default
76,15,land,default
76,16,land,default
76,17,land,default
76,18,land,default
76,19,land,default
76,20,land,default
76,21,land,default
76,22,land,default
76,23,land,default
76,24,land,default
76,25,land,default
76,26,land,default
76,27,land,default
76,28,land,default
76,29,land,default
76,30,land,default
76,31,land,default
76,32,land,default
76,33,land,default
76,34,land,default
76,35,land,default
76,36,land,default
76,37,land,default
76,38,land,default
76,39,land,default
76,40,land,default
76,41,land,default
76,42,land,default
76,43,land,default
76,44,land,default
76,45,land,default
76,46,land,default
76,47,land,default
76,48,land,default
76,49,land,default
76,50,land,default
76,51,land,default
76,52,land,default
76,53,land,default
76,54,land,default
76,55,land,default
76,56,land,default
76,57,land,default
76,58,land,default
76,59,land,default
76,60,land,default
76,61,land,default
76,62,land,default
76,63,land,default
76,64,land,default
76,65,land,default
76,66,land,default
76,67,land,default
76,68,land,default
76,69,land,default
76,70,land,default
76,71,land,default
76,72,land,default
76,73,land,default
76,74,land,default
76,75,sea,water
76,76,sea,water
76,77,sea,water
76,78,sea,water
76,79,land,default
76,80,land,default
76,81,land,default
76,82,land,default
76,83,land,default
76,84,land,default
76,85,land,default
76,86,land,default
76,87,land,default
76,88,land,default
76,89,land,default
76,90,land,default
76,91,land,default
76,92,land,default
76,93,land,default
76,94,land,default
76,95,land,default
76,96,land,default
76,97,land,default
76,98,land,default
76,99,land,default
77,0,sea,water
77,1,sea,water
77,2,sea,water
77,3,sea,water
77,4,sea,water
77,5,sea,water
77,6,sea,water
77,7,sea,water
77,8,sea,water
77,9,land,default
77,10,land,default
77,11,land,default
77,12,land,default
77,13,land,default
77,14,land,default
77,15,land,default
77,16,land,default
77,17,land,default
77,18,land,default
77,19,land,default
77,20,land,default
77,21,land,default
77,22,land,default
77,23,land,default
77,24,land,default
77,25,land,default
77,26,land,default
77,27,land,default
77,28,land,default
77,29,land,default
77,30,land,default
77,31,land,default
77,32,land,default
77,33,land,default
77,34,land,default
77,35,land,default
77,36,land,default
77,37,land,default
77,38,land,default
77,39,land,default
77,40,land,default
77,41,land,default
77,42,land,default
77,43,land,default
77,44,land,default
77,45,land,default
77,46,land,default
77,47,land,default
77,48,land,default
77,49,land,default
77,50,land,default
77,51,land,default
77,52,land,default
77,53,land,default
77,54,land,default
77,55,land,default
77,56,land,default
77,57,land,default
77,58,land,default
77,59,land,default
77,60,land,default
77,61,land,default
77,62,land,default
77,63,land,default
77,64,land,default
77,65,land,default
77,66,land,default
77,67,land,default
77,68,land,default
77,69,land,default
77,70,land,default
77,71,land,default
77,72,land,default
77,73,land,default
77,74,land,default
77,75,sea,water
77,76,sea,water
77,77,sea,water
77,78,sea,water
77,79,land,default
77,80,land,default
77,81,land,default
77,82,land,default
77,83,land,default
77,84,land,default
77,85,land,default
77,86,land,default
77,87,land,default
77,88,land,default
77,89,land,default
77,90,land,default
77,91,land,default
77,92,land,default
77,93,land,default
77,94,land,default
77,95,land,default
77,96,land,default
77,97,land,default
77,98,land,default
77,99,land,default
78,0,sea,water
78,1,sea,water
78,2,sea,water
78,3,sea,water
78,4,sea,water
78,5,sea,water
78,6,sea,water
78,7,sea,water
78,8,sea,water
78,9,land,default
78,10,land,default
78,11,land,default
78,12,land,default
78,13,land,default
78,14,land,default
78,15,land,default
78,16,land,default
78,17,land,default
78,18,land,default
78,19,land,default
78,20,land,default
78,21,land,default
78,22,land,default
78,23,land,default
78,24,land,default
78,25,land,default
78,26,land,default
78,27,land,default
78,28,land,default
78,29,land,default
78,30,land,default
78,31,land,default
78,32,land,default
78,33,land,default
78,34,land,default
78,35,land,default
78,36,land,default
78,37,land,default
78,38,land,default
78,39,land,default
78,40,land,default
78,41,land,default
78,42,land,default
78,43,land,default
78,44,land,default
78,45,land,default
78,46,land,default
78,47,land,default
78,48,land,default
78,49,land,default
78,50,land,default
78,51,land,default
78,52,land,default
78,53,land,default
78,54,land,default
78,55,land,default
78,56,land,default
78,57,land,default
78,58,land,default
78,59,land,default
78,60,land,default
78,61,land,default
78,62,land,default
78,63,land,default
78,64,land,default
78,65,land,default
78,66,land,default
78,67,land,default
78,68,land,default
78,69,land,default
78,70,land,default
78,71,land,default
78,72,land,default
78,73,land,default
78,74,sea,water
78,75,sea,water
78,76,sea,water
78,77,sea,water
78,78,land,default
78,79,land,default
78,80,land,default
78,81,land,default
78,82,land,default
78,83,land,default
78,84,land,default
78,85,land,default
78,86,land,default
78,87,land,default
78,88,land,default
78,89,land,default
78,90,land,default
78,91,land,default
78,92,land,default
78,93,land,default
78,94,land,default
78,95,land,default
78,96,land,default
78,97,land,default
78,98,land,default
78,99,land,default
79,0,sea,water
79,1,sea,water
79,2,sea,water
79,3,sea,water
79,4,sea,water
79,5,sea,water
79,6,sea,water
79,7,sea,water
79,8,land,default
79,9,land,default
79,10,land,default
79,11,land,default
79,12,land,default
79,13,land,default
79,14,land,default
79,15,land,default
79,16,land,default
79,17,land,default
79,18,land,default
79,19,land,default
79,20,land,default
79,21,land,default
79,22,land,default
79,23,land,default
79,24,land,default
79,25,land,default
79,26,land,default
79,27,land,default
79,28,land,default
79,29,land,default
79,30,land,default
79,31,land,default
79,32,land,default
79,33,land,default
79,34,land,default
79,35,land,default
79,36,land,default
79,37,land,default
79,38,land,default
79,39,land,default
79,40,land,default
79,41,land,default
79,42,land,default
79,43,land,default
79,44,land,default
79,45,land,default
79,46,land,default
79,47,land,default
79,48,land,default
79,49,land,default
79,50,land,default
79,51,land,default
79,52,land,default
79,53,land,default
79,54,land,default
79,55,land,default
79,56,land,default
79,57,land,default
79,58,land,default
79,59,land,default
79,60,land,default
79,61,land,default
79,62,land,default
79,63,land,default
79,64,land,default
79,65,land,default
79,66,land,default
79,67,land,default
79,68,land,default
79,69,land,default
79,70,land,default
79,71,land,default
79,72,land,default
79,73,land,default
79,74,sea,water
79,75,sea,water
79,76,sea,water
79,77,sea,water
79,78,land,default
79,79,land,default
79,80,land,default
79,81,land,default
79,82,land,default
79,83,land,default
79,84,land,default
79,85,land,default
79,86,land,default
79,87,land,default
79,88,land,default
79,89,land,default
79,90,land,default
79,91,land,default
79,92,land,default
79,93,land,default
79,94,land,default
79,95,land,default
79,96,land,default
79,97,land,default
79,98,land,default
79,99,land,default
80,0,sea,water
80,1,sea,water
80,2,sea,water
80,3,sea,water
80,4,sea,water
80,5,sea,water
80,6,sea,water
80,7,land,default
80,8,land,default
80,9,land,default
80,10,land,default
80,11,land,default
80,12,land,default
80,13,land,default
80,14,land,default
80,15,land,default
80,16,land,default
80,17,land,default
80,18,land,default
80,19,land,default
80,20,land,default
80,21,land,default
80,22,land,default
80,23,land,default
80,24,land,default
80,25,land,default
80,26,land,default
80,27,land,default
80,28,land,default
80,29,land,default
80,30,land,default
80,31,land,default
80,32,land,default
80,33,land,default
80,34,land,default
80,35,land,default
80,36,land,default
80,37,land,default
80,38,land,default
80,39,land,default
80,40,land,default
80,41,land,default
80,42,land,default
80,43,land,default
80,44,land,default
80,45,land,default
80,46,land,default
80,47,land,default
80,48,land,default
80,49,land,default
80,50,land,default
80,51,land,default
80,52,land,default
80,53,land,default
80,54,land,default
80,55,land,default
80,56,land,default
80,57,land,default
80,58,land,default
80,59,land,default
80,60,land,default
80,61,land,default
80,62,land,default
80,63,land,default
80,64,land,default
80,65,land,default
80,66,land,default
80,67,land,default
80,68,land,default
80,69,land,default
80,70,land,default
80,71,land,default
80,72,land,default
80,73,land,default
80,74,sea,water
80,75,sea,water
80,76,sea,water
80,77,sea,water
80,78,land,default
80,79,land,default
80,80,land,default
80,81,land,default
80,82,land,default
80,83,land,default
80,84,land,default
80,85,land,default
80,86,land,default
80,87,land,default
80,88,land,default
80,89,land,default
80,90,land,default
80,91,land,default
80,92,land,default
80,93,land,default
80,94,land,default
80,95,land,default
80,96,land,default
80,97,land,default
80,98,land,default
80,99,land,default
81,0,sea,water
81,1,sea,water
81,2,sea,water
81,3,sea,water
81,4,sea,water
81,5,sea,water
81,6,sea,water
81,7,land,default
81,8,land,default
81,9,land,default
81,10,land,default
81,11,land,default
81,12,land,default
81,13,land,default
81,14,land,default
81,15,land,default
81,16,land,default
81,17,land,default
81,18,land,default
81,19,land,default
81,20,land,default
81,21,land,default
81,22,land,default
81,23,land,default
81,24,land,default
81,25,land,default
81,26,land,default
81,27,land,default
81,28,land,default
81,29,land,default
81,30,land,default
81,31,land,default
81,32,land,default
81,33,land,default
81,34,land,default
81,35,land,default
81,36,land,default
81,37,land,default
81,38,land,default
81,39,land,default
81,40,land,default
81,41,land,default
81,42,land,default
81,43,land,default
81,44,land,default
81,45,land,default
81,46,land,default
81,47,land,default
81,48,land,default
81,49,land,default
81,50,land,default
81,51,land,default
81,52,land,default
81,53,land,default
81,54,land,default
81,55,land,default
81,56,land,default
81,57,land,default
81,58,land,default
81,59,land,default
81,60,land,default
81,61,land,default
81,62,land,default
81,63,land,default
81,64,land,default
81,65,land,default
81,66,land,default
81,67,land,default
81,68,land,default
81,69,land,default
81,70,land,default
81,71,land,default
81,72,land,default
81,73,sea,water
81,74,sea,water
81,75,sea,water
81,76,sea,water
81,77,land,default
81,78,land,default
81,79,land,default
81,80,land,default
81,81,land,default
81,82,land,default
81,83,land,default
81,84,land,default
81,85,land,default
81,86,land,default
81,87,land,default
81,88,land,default
81,89,land,default
81,90,land,default
81,91,land,default
81,92,land,default
81,93,land,default
81,94,land,default
81,95,land,default
81,96,land,default
81,97,land,default
81,98,land,default
81,99,land,default
82,0,sea,water
82,1,sea,water
82,2,sea,water
82,3,sea,water
82,4,sea,water
82,5,sea,water
82,6,land,default
82,7,land,default
82,8,land,default
82,9,land,default
82,10,land,default
82,11,land,default
82,12,land,default
82,13,land,default
82,14,land,default
82,15,land,default
82,16,land,default
82,17,land,default
82,18,land,default
82,19,land,default
82,20,land,default
82,21,land,default
82,22,land,default
82,23,land,default
82,24,land,default
82,25,land,default
82,26,land,default
82,27,land,default
82,28,land,default
82,29,land,default
82,30,land,default
82,31,land,default
82,32,land,default
82,33,land,default
82,34,land,default
82,35,land,default
82,36,land,default
82,37,land,default
82,38,land,default
82,39,land,default
82,40,land,default
82,41,land,default
82,42,land,default
82,43,land,default
82,44,land,default
82,45,land,default
82,46,land,default
82,47,land,default
82,48,land,default
82,49,land,default
82,50,land,default
82,51,land,default
82,52,land,default
82,53,land,default
82,54,land,default
82,55,land,default
82,56,land,default
82,57,land,default
82,58,land,default
82,59,land,default
82,60,land,default
82,61,land,default
82,62,land,default
82,63,land,default
82,64,land,default
82,65,land,default
82,66,land,default
82,67,land,default
82,68,land,default
82,69,land,default
82,70,land,default
82,71,land,default
82,72,land,default
82,73,sea,water
82,74,sea,water
82,75,sea,water
82,76,sea,water
82,77,land,default
82,78,land,default
82,79,land,default
82,80,land,default
82,81,land,default
82,82,land,default
82,83,land,default
82,84,land,default
82,85,land,default
82,86,land,default
82,87,land,default
82,88,land,default
82,89,land,default
82,90,land,default
82,91,land,default
82,92,land,default
82,93,land,default
82,94,land,default
82,95,land,default
82,96,land,default
82,97,land,default
82,98,land,default
82,99,land,default
83,0,sea,water
83,1,sea,water
83,2,sea,water
83,3,sea,water
83,4,sea,water
83,5,sea,water
83,6,land,default
83,7,land,default
83,8,land,default
83,9,land,default
83,10,land,default
83,11,land,default
83,12,land,default
83,13,land,default
83,14,land,default
83,15,land,default
83,16,land,default
83,17,land,default
83,18,land,default
83,19,land,default
83,20,land,default
83,21,land,default
83,22,land,default
83,23,land,default
83,24,land,default
83,25,land,default
83,26,land,default
83,27,land,default
83,28,land,default
83,29,land,default
83,30,land,default
83,31,land,default
83,32,land,default
83,33,land,default
83,34,land,default
83,35,land,default
83,36,land,default
83,37,land,default
83,38,land,default
83,39,land,default
83,40,land,default
83,41,land,default
83,42,land,default
83,43,land,default
83,44,land,default
83,45,land,default
83,46,land,default
83,47,land,default
83,48,land,default
83,49,land,default
83,50,land,default
83,51,land,default
83,52,land,default
83,53,land,default
83,54,land,default
83,55,land,default
83,56,land,default
83,57,land,default
83,58,land,default
83,59,land,default
83,60,land,default
83,61,land,default
83,62,land,default
83,63,land,default
83,64,land,default
83,65,land,default
83,66,land,default
83,67,land,default
83,68,land,default
83,69,land,default
83,70,land,default
83,71,land,default
83,72,land,default
83,73,sea,water
83,74,sea,water
83,75,sea,water
83,76,sea,water
83,77,land,default
83,78,land,default
83,79,land,default
83,80,land,default
83,81,land,default
83,82,land,default
83,83,land,default
83,84,land,default
83,85,land,default
83,86,land,default
83,87,land,default
83,88,land,default
83,89,land,default
83,90,land,default
83,91,land,default
83,92,land,default
83,93,land,default
83,94,land,default
83,95,land,default
83,96,land,default
83,97,land,default
83,98,land,default
83,99,land,default
84,0,sea,water
84,1,sea,water
84,2,sea,water
84,3,sea,water
84,4,sea,water
84,5,land,default
84,6,land,default
84,7,land,default
84,8,land,default
84,9,land,default
84,10,land,default
84,11,land,default
84,12,land,default
84,13,land,default
84,14,land,default
84,15,land,default
84,16,land,default
84,17,land,default
84,18,land,default
84,19,land,default
84,20,land,default
84,21,land,default
84,22,land,default
84,23,land,default
84,24,land,default
84,25,land,default
84,26,land,default
84,27,land,default
84,28,land,default
84,29,land,default
84,30,land,default
84,31,land,default
84,32,land,default
84,33,land,default
84,34,land,default
84,35,land,default
84,36,land,default
84,37,land,default
84,38,land,default
84,39,land,default
84,40,land,default
84,41,land,default
84,42,land,default
84,43,land,default
84,44,land,default
84,45,land,default
84,46,land,default
84,47,land,default
84,48,land,default
84,49,land,default
84,50,land,default
84,51,land,default
84,52,land,default
84,53,land,default
84,54,land,default
84,55,land,default
84,56,land,default
84,57,land,default
84,58,land,default
84,59,land,default
84,60,land,default
84,61,land,default
84,62,land,default
84,63,land,default
84,64,land,default
84,65,land,default
84,66,land,default
84,67,land,default
84,68,land,default
84,69,land,default
84,70,land,default
84,71,land,default
84,72,sea,water
84,73,sea,water
84,74,sea,water
84,75,sea,water
84,76,land,default
84,77,land,default
84,78,land,default
84,79,land,default
84,80,land,default
84,81,land,default
84,82,land,default
84,83,land,default
84,84,land,default
84,85,land,default
84,86,land,default
84,87,land,default
84,88,land,default
84,89,land,default
84,90,land,default
84,91,land,default
84,92,land,default
84,93,land,default
84,94,land,default
84,95,land,default
84,96,land,default
84,97,land,default
84,98,land,default
84,99,land,default
85,0,sea,water
85,1,sea,water
85,2,sea,water
85,3,sea,water
85,4,sea,water
85,5,land,default
85,6,land,default
85,7,land,default
85,8,land,default
85,9,land,default
85,10,land,default
85,11,land,default
85,12,land,default
85,13,land,default
85,14,land,default
85,15,land,default
85,16,land,default
85,17,land,default
85,18,land,default
85,19,land,default
85,20,land,default
85,21,land,default
85,22,land,default
85,23,land,default
85,24,land,default
85,25,land,default
85,26,land,default
85,27,land,default
85,28,land,default
85,29,land,default
85,30,land,default
85,31,land,default
85,32,land,default
85,33,land,default
85,34,land,default
85,35,land,default
85,36,land,default
85,37,land,default
85,38,land,default
85,39,land,default
85,40,land,default
85,41,land,default
85,42,land,default
85,43,land,default
85,44,land,default
85,45,land,default
85,46,land,default
85,47,land,default
85,48,land,default
85,49,land,default
85,50,land,default
85,51,land,default
85,52,land,default
85,53,land,default
85,54,land,default
85,55,land,default
85,56,land,default
85,57,land,default
85,58,land,default
85,59,land,default
85,60,land,default
85,61,land,default
85,62,land,default
85,63,land,default
85,64,land,default
85,65,land,default
85,66,land,default
85,67,land,default
85,68,land,default
85,69,land,default
85,70,land,default
85,71,land,default
85,72,sea,water
85,73,sea,water
85,74,sea,water
85,75,sea,water
85,76,land,default
85,77,land,default
85,78,land,default
85,79,land,default
85,80,land,default
85,81,land,default
85,82,land,default
85,83,land,default
85,84,land,default
85,85,land,default
85,86,land,default
85,87,land,default
85,88,land,default
85,89,land,default
85,90,land,default
85,91,land,default
85,92,land,default
85,93,land,default
85,94,land,default
85,95,land,default
85,96,land,default
85,97,land,default
85,98,land,default
85,99,land,default
86,0,land,default
86,1,sea,water
86,2,sea,water
86,3,sea,water
86,4,land,default
86,5,land,default
86,6,land,default
86,7,land,default
86,8,land,default
86,9,land,default
86,10,land,default
86,11,land,default
86,12,land,default
86,13,land,default
86,14,land,default
86,15,land,default
86,16,land,default
86,17,land,default
86,18,land,default
86,19,land,default
86,20,land,default
86,21,land,default
86,22,land,default
86,23,land,default
86,24,land,default
86,25,land,default
86,26,land,default
86,27,land,default
86,28,land,default
86,29,land,default
86,30,land,default
86,31,land,default
86,32,land,default
86,33,land,default
86,34,land,default
86,35,land,default
86,36,land,default
86,37,land,default
86,38,land,default
86,39,land,default
86,40,land,default
86,41,land,default
86,42,land,default
86,43,land,default
86,44,land,default
86,45,land,default
86,46,land,default
86,47,land,default
86,48,land,default
86,49,land,default
86,50,land,default
86,51,land,default
86,52,land,default
86,53,land,default
86,54,land,default
86,55,land,default
86,56,land,default
86,57,land,default
86,58,land,default
86,59,land,default
86,60,land,default
86,61,land,default
86,62,land,default
86,63,land,default
86,64,land,default
86,65,land,default
86,66,land,default
86,67,land,default
86,68,land,default
86,69,land,default
86,70,land,default
86,71,land,default
86,72,sea,water
86,73,sea,water
86,74,sea,water
86,75,sea,water
86,76,land,default
86,77,land,default
86,78,land,default
86,79,land,default
86,80,land,default
86,81,land,default
86,82,land,default
86,83,land,default
86,84,land,default
86,85,land,default
86,86,land,default
86,87,land,default
86,88,land,default
86,89,land,default
86,90,land,default
86,91,land,default
86,92,land,default
86,93,land,default
86,94,land,default
86,95,land,default
86,96,land,default
86,97,land,default
86,98,land,default
86,99,land,default
87,0,land,default
87,1,land,default
87,2,land,default
87,3,sea,water
87,4,land,default
87,5,land,default
87,6,land,default
87,7,land,default
87,8,land,default
87,9,land,default
87,10,land,default
87,11,land,default
87,12,land,default
87,13,land,default
87,14,land,default
87,15,land,default
87,16,land,default
87,17,land,default
87,18,land,default
87,19,land,default
87,20,land,default
87,21,land,default
87,22,land,default
87,23,land,default
87,24,land,default
87,25,land,default
87,26,land,default
87,27,land,default
87,28,land,default
87,29,land,default
87,30,land,default
87,31,land,default
87,32,land,default
87,33,land,default
87,34,land,default
87,35,land,default
87,36,land,default
87,37,land,default
87,38,land,default
87,39,land,default
87,40,land,default
87,41,land,default
87,42,land,default
87,43,land,default
87,44,land,default
87,45,land,default
87,46,land,default
87,47,land,default
87,48,land,default
87,49,land,default
87,50,land,default
87,51,land,default
87,52,land,default
87,53,land,default
87,54,land,default
87,55,land,default
87,56,land,default
87,57,land,default
87,58,land,default
87,59,land,default
87,60,land,default
87,61,land,default
87,62,land,default
87,63,land,default
87,64,land,default
87,65,land,default
87,66,land,default
87,67,land,default
87,68,land,default
87,69,land,default
87,70,land,default
87,71,sea,water
87,72,sea,water
87,73,sea,water
87,74,sea,water
87,75,land,default
87,76,land,default
87,77,land,default
87,78,land,default
87,79,land,default
87,80,land,default
87,81,land,default
87,82,land,default
87,83,land,default
87,84,land,default
87,85,land,default
87,86,land,default
87,87,land,default
87,88,land,default
87,89,land,default
87,90,land,default
87,91,land,default
87,92,land,default
87,93,land,default
87,94,land,default
87,95,land,default
87,96,land,default
87,97,land,default
87,98,land,default
87,99,land,default
88,0,land,default
88,1,land,default
88,2,land,default
88,3,land,default
88,4,land,default
88,5,land,default
88,6,land,default
88,7,land,default
88,8,land,default
88,9,land,default
88,10,land,default
88,11,land,default
88,12,land,default
88,13,land,default
88,14,land,default
88,15,land,default
88,16,land,default
88,17,land,default
88,18,land,default
88,19,land,default
88,20,land,default
88,21,land,default
88,22,land,default
88,23,land,default
88,24,land,default
88,25,land,default
88,26,land,default
88,27,land,default
88,28,land,default
88,29,land,default
88,30,land,default
88,31,land,default
88,32,land,default
88,33,land,default
88,34,land,default
88,35,land,default
88,36,land,default
88,37,land,default
88,38,land,default
88,39,land,default
88,40,land,default
88,41,land,default
88,42,land,default
88,43,land,default
88,44,land,default
88,45,land,default
88,46,land,default
88,47,land,default
88,48,land,default
88,49,land,default
88,50,land,default
88,51,land,default
88,52,land,default
88,53,land,default
88,54,land,default
88,55,land,default
88,56,land,default
88,57,land,default
88,58,land,default
88,59,land,default
88,60,land,default
88,61,land,default
88,62,land,default
88,63,land,default
88,64,land,default
88,65,land,default
88,66,land,default
88,67,land,default
88,68,land,default
88,69,land,default
88,70,land,default
88,71,sea,water
88,72,sea,water
88,73,sea,water
88,74,sea,water
88,75,land,default
88,76,land,default
88,77,land,default
88,78,land,default
88,79,land,default
88,80,land,default
88,81,land,default
88,82,land,default
88,83,land,default
88,84,land,default
88,85,land,default
88,86,land,default
88,87,land,default
88,88,land,default
88,89,land,default
88,90,land,default
88,91,land,default
88,92,land,default
88,93,land,default
88,94,land,default
88,95,land,default
88,96,land,default
88,97,land,default
88,98,land,default
88,99,land,default
89,0,land,default
89,1,land,default
89,2,land,default
89,3,land,default
89,4,land,default
89,5,land,default
89,6,land,default
89,7,land,default
89,8,land,default
89,9,land,default
89,10,land,default
89,11,land,default
89,12,land,default
89,13,land,default
89,14,land,default
89,15,land,default
89,16,land,default
89,17,land,default
89,18,land,default
89,19,land,default
89,20,land,default
89,21,land,default
89,22,land,default
89,23,land,default
89,24,land,default
89,25,land,default
89,26,land,default
89,27,land,default
89,28,land,default
89,29,land,default
89,30,land,default
89,31,land,default
89,32,land,default
89,33,land,default
89,34,land,default
89,35,land,default
89,36,land,default
89,37,land,default
89,38,land,default
89,39,land,default
89,40,land,default
89,41,land,default
89,42,land,default
89,43,land,default
89,44,land,default
89,45,land,default
89,46,land,default
89,47,land,default
89,48,land,default
89,49,land,default
89,50,land,default
89,51,land,default
89,52,land,default
89,53,land,default
89,54,land,default
89,55,land,default
89,56,land,default
89,57,land,default
89,58,land,default
89,59,land,default
89,60,land,default
89,61,land,default
89,62,land,default
89,63,land,default
89,64,land,default
89,65,land,default
89,66,land,default
89,67,land,default
89,68,land,default
89,69,land,default
89,70,sea,water
89,71,sea,water
89,72,sea,water
89,73,sea,water
89,74,sea,water
89,75,land,default
89,76,land,default
89,77,land,default
89,78,land,default
89,79,land,default
89,80,land,default
89,81,land,default
89,82,land,default
89,83,land,default
89,84,land,default
89,85,land,default
89,86,land,default
89,87,land,default
89,88,land,default
89,89,land,default
89,90,land,default
89,91,land,default
89,92,land,default
89,93,land,default
89,94,land,default
89,95,land,default
89,96,land,default
89,97,land,default
89,98,land,default
89,99,land,default
90,0,land,default
90,1,land,default
90,2,land,default
90,3,land,default
90,4,land,default
90,5,land,default
90,6,land,default
90,7,land,default
90,8,land,default
90,9,land,default
90,10,land,default
90,11,land,default
90,12,land,default
90,13,land,default
90,14,land,default
90,15,land,default
90,16,land,default
90,17,land,default
90,18,land,default
90,19,land,default
90,20,land,default
90,21,land,default
90,22,land,default
90,23,land,default
90,24,land,default
90,25,land,default
90,26,land,default
90,27,land,default
90,28,land,default
90,29,land,default
90,30,land,default
90,31,land,default
90,32,land,default
90,33,land,default
90,34,land,default
90,35,land,default
90,36,land,default
90,37,land,default
90,38,land,default
90,39,land,default
90,40,land,default
90,41,land,default
90,42,land,default
90,43,land,default
90,44,land,default
90,45,land,default
90,46,land,default
90,47,land,default
90,48,land,default
90,49,land,default
90,50,land,default
90,51,land,default
90,52,land,default
90,53,land,default
90,54,land,default
90,55,land,default
90,56,land,default
90,57,land,default
90,58,land,default
90,59,land,default
90,60,land,default
90,61,land,default
90,62,land,default
90,63,land,default
90,64,land,default
90,65,land,default
90,66,land,default
90,67,land,default
90,68,land,default
90,69,land,default
90,70,sea,water
90,71,sea,water
90,72,sea,water
90,73,sea,water
90,74,land,default
90,75,land,default
90,76,land,default
90,77,land,default
90,78,land,default
90,79,land,default
90,80,land,default
90,81,land,default
90,82,land,default
90,83,land,default
90,84,land,default
90,85,land,default
90,86,land,default
90,87,land,default
90,88,land,default
90,89,land,default
90,90,land,default
90,91,land,default
90,92,land,default
90,93,land,default
90,94,land,default
90,95,land,default
90,96,land,default
90,97,land,default
90,98,land,default
90,99,land,default
91,0,land,default
91,1,land,default
91,2,land,default
91,3,land,default
91,4,land,default
91,5,land,default
91,6,land,default
91,7,land,default
91,8,land,default
91,9,land,default
91,10,land,default
91,11,land,default
91,12,land,default
91,13,land,default
91,14,land,default
91,15,land,default
91,16,land,default
91,17,land,default
91,18,land,default
91,19,land,default
91,20,land,default
91,21,land,default
91,22,land,default
91,23,land,default
91,24,land,default
91,25,land,default
91,26,land,default
91,27,land,default
91,28,land,default
91,29,land,default
91,30,land,default
91,31,land,default
91,32,land,default
91,33,land,default
91,34,land,default
91,35,land,default
91,36,land,default
91,37,land,default
91,38,land,default
91,39,land,default
91,40,land,default
91,41,land,default
91,42,land,default
91,43,land,default
91,44,land,default
91,45,land,default
91,46,land,default
91,47,land,default
91,48,land,default
91,49,land,default
91,50,land,default
91,51,land,default
91,52,land,default
91,53,land,default
91,54,land,default
91,55,land,default
91,56,land,default
91,57,land,default
91,58,land,default
91,59,land,default
91,60,land,default
91,61,land,default
91,62,land,default
91,63,land,default
91,64,land,default
91,65,land,default
91,66,land,default
91,67,land,default
91,68,land,default
91,69,land,default
91,70,sea,water
91,71,sea,water
91,72,sea,water
91,73,sea,water
91,74,land,default
91,75,land,default
91,76,land,default
91,77,land,default
91,78,land,default
91,79,land,default
91,80,land,default
91,81,land,default
91,82,land,default
91,83,land,default
91,84,land,default
91,85,land,default
91,86,land,default
91,87,land,default
91,88,land,default
91,89,land,default
91,90,land,default
91,91,land,default
91,92,land,default
91,93,land,default
91,94,land,default
91,95,land,default
91,96,land,default
91,97,land,default
91,98,land,default
91,99,land,default
92,0,land,default
92,1,land,default
92,2,land,default
92,3,land,default
92,4,land,default
92,5,land,default
92,6,land,default
92,7,land,default
92,8,land,default
92,9,land,default
92,10,land,default
92,11,land,default
92,12,land,default
92,13,land,default
92,14,land,default
92,15,land,default
92,16,land,default
92,17,land,default
92,18,land,default
92,19,land,default
92,20,land,default
92,21,land,default
92,22,land,default
92,23,land,default
92,24,land,default
92,25,land,default
92,26,land,default
92,27,land,default
92,28,land,default
92,29,land,default
92,30,land,default
92,31,land,default
92,32,land,default
92,33,land,default
92,34,land,default
92,35,land,default
92,36,land,default
92,37,land,default
92,38,land,default
92,39,land,default
92,40,land,default
92,41,land,default
92,42,land,default
92,43,land,default
92,44,land,default
92,45,land,default
92,46,land,default
92,47,land,default
92,48,land,default
92,49,land,default
92,50,land,default
92,51,land,default
92,52,land,default
92,53,land,default
92,54,land,default
92,55,land,default
92,56,land,default
92,57,land,default
92,58,land,default
92,59,land,default
92,60,land,default
92,61,land,default
92,62,land,default
92,63,land,default
92,64,land,default
92,65,land,default
92,66,land,default
92,67,land,default
92,68,land,default
92,69,sea,water
92,70,sea,water
92,71,sea,water
92,72,sea,water
92,73,sea,water
92,74,land,default
92,75,land,default
92,76,land,default
92,77,land,default
92,78,land,default
92,79,land,default
92,80,land,default
92,81,land,default
92,82,land,default
92,83,land,default
92,84,land,default
92,85,land,default
92,86,land,default
92,87,land,default
92,88,land,default
92,89,land,default
92,90,land,default
92,91,land,default
92,92,land,default
92,93,land,default
92,94,land,default
92,95,land,default
92,96,land,default
92,97,land,default
92,98,land,default
92,99,land,default
93,0,land,default
93,1,land,default
93,2,land,default
93,3,land,default
93,4,land,default
93,5,land,default
93,6,land,default
93,7,land,default
93,8,land,default
93,9,land,default
93,10,land,default
93,11,land,default
93,12,land,default
93,13,land,default
93,14,land,default
93,15,land,default
93,16,land,default
93,17,land,default
